,time,sta,pha,prob,amp
0,2018-11-22T00:00:07.512500Z,3,s,0.429,0.002787
1,2018-11-22T00:00:25.913500Z,6,p,0.35,0.00166
2,2018-11-22T00:00:26.510500Z,6,s,0.432,0.001836
3,2018-11-22T00:00:50.878000Z,20,s,0.314,0.002109
4,2018-11-22T00:01:08.640000Z,24,s,0.814,0.005123
5,2018-11-22T00:01:14.189500Z,20,s,0.444,0.003305
6,2018-11-22T00:01:53.886000Z,20,s,0.527,0.001865
7,2018-11-22T00:03:00.809500Z,20,s,0.314,0.001784
8,2018-11-22T00:03:14.245500Z,5,p,0.554,0.003529
9,2018-11-22T00:03:14.344500Z,5,s,0.565,0.003529
10,2018-11-22T00:04:43.564500Z,19,s,0.414,0.002501
11,2018-11-22T00:05:02.649000Z,20,s,0.782,0.0024
12,2018-11-22T00:05:42.601500Z,11,s,0.734,0.003593
13,2018-11-22T00:05:43.397500Z,23,s,0.385,0.002495
14,2018-11-22T00:06:19.078500Z,22,s,0.399,0.005255
15,2018-11-22T00:06:54.107500Z,24,s,0.445,0.004335
16,2018-11-22T00:07:47.744500Z,8,s,0.574,0.002762
17,2018-11-22T00:08:29.673500Z,20,s,0.431,0.001572
18,2018-11-22T00:09:03.152000Z,2,s,0.35,0.00291
19,2018-11-22T00:09:23.409500Z,3,s,0.52,0.002703
20,2018-11-22T00:09:47.186000Z,20,s,0.756,0.002321
21,2018-11-22T00:10:22.893000Z,23,s,0.722,0.002308
22,2018-11-22T00:12:32.980000Z,24,s,0.391,0.005783
23,2018-11-22T00:12:46.501500Z,5,s,0.686,0.003718
24,2018-11-22T00:12:49.074500Z,11,p,0.361,0.002099
25,2018-11-22T00:13:19.285500Z,5,s,0.902,0.003317
26,2018-11-22T00:13:41.152000Z,11,s,0.66,0.004732
27,2018-11-22T00:13:43.620000Z,22,s,0.617,0.002257
28,2018-11-22T00:13:48.502000Z,19,p,0.495,0.003003
29,2018-11-22T00:13:48.704500Z,19,s,0.746,0.003003
30,2018-11-22T00:14:43.766500Z,20,s,0.399,0.003003
31,2018-11-22T00:15:17.582000Z,22,s,0.369,0.00434
32,2018-11-22T00:15:42.133500Z,4,s,0.595,0.003943
33,2018-11-22T00:15:56.261000Z,20,s,0.755,0.001725
34,2018-11-22T00:16:12.388000Z,18,s,0.637,0.005116
35,2018-11-22T00:16:56.894500Z,11,p,0.308,0.001822
36,2018-11-22T00:17:27.847500Z,18,s,0.51,0.003535
37,2018-11-22T00:18:31.045000Z,3,p,0.938,0.05797
38,2018-11-22T00:18:31.071000Z,3,s,0.929,0.05797
39,2018-11-22T00:18:33.482500Z,20,s,0.417,0.002908
40,2018-11-22T00:18:44.637500Z,23,s,0.309,0.00189
41,2018-11-22T00:18:50.005500Z,22,s,0.416,0.004827
42,2018-11-22T00:19:19.873500Z,20,s,0.409,0.001717
43,2018-11-22T00:19:25.077500Z,23,s,0.494,0.002498
44,2018-11-22T00:19:25.284500Z,5,p,0.32,0.002829
45,2018-11-22T00:19:25.353000Z,5,s,0.811,0.002829
46,2018-11-22T00:21:03.414500Z,20,p,0.549,0.002277
47,2018-11-22T00:21:03.726500Z,20,s,0.668,0.002277
48,2018-11-22T00:22:48.488500Z,11,s,0.525,0.004673
49,2018-11-22T00:23:14.924000Z,20,p,0.486,0.002072
50,2018-11-22T00:23:15.074500Z,20,s,0.71,0.002072
51,2018-11-22T00:23:24.990000Z,2,p,0.519,0.001634
52,2018-11-22T00:23:25.225500Z,13,p,0.76,0.001759
53,2018-11-22T00:23:29.204000Z,24,s,0.395,0.004805
54,2018-11-22T00:24:59.742500Z,2,p,0.412,0.002463
55,2018-11-22T00:24:59.828500Z,5,p,0.4,0.003256
56,2018-11-22T00:24:59.993500Z,13,p,0.307,0.002747
57,2018-11-22T00:25:12.877500Z,1,p,0.331,0.002587
58,2018-11-22T00:25:12.952500Z,1,s,0.631,0.002587
59,2018-11-22T00:25:28.512500Z,23,s,0.7,0.002738
60,2018-11-22T00:25:48.278500Z,5,p,0.394,0.003928
61,2018-11-22T00:25:48.380500Z,5,s,0.729,0.003928
62,2018-11-22T00:25:53.560000Z,23,p,0.353,0.002485
63,2018-11-22T00:25:53.667500Z,23,s,0.342,0.002485
64,2018-11-22T00:26:07.086000Z,6,p,0.422,0.001688
65,2018-11-22T00:27:51.934000Z,24,p,0.948,0.0082
66,2018-11-22T00:27:51.939500Z,23,p,0.934,0.007141
67,2018-11-22T00:27:51.945500Z,22,p,0.961,0.005341
68,2018-11-22T00:27:51.950000Z,21,p,0.841,0.005172
69,2018-11-22T00:27:51.955000Z,20,p,0.928,0.002926
70,2018-11-22T00:27:51.960000Z,19,p,0.922,0.003852
71,2018-11-22T00:27:51.960000Z,13,p,0.418,0.002231
72,2018-11-22T00:27:52.001500Z,24,s,0.96,0.0082
73,2018-11-22T00:27:52.009500Z,23,s,0.958,0.007141
74,2018-11-22T00:27:52.017500Z,22,s,0.949,0.004881
75,2018-11-22T00:27:52.024500Z,21,s,0.591,0.004442
76,2018-11-22T00:27:52.033500Z,20,s,0.709,0.00248
77,2018-11-22T00:27:52.041000Z,19,s,0.85,0.002051
78,2018-11-22T00:27:55.908500Z,22,s,0.301,0.004522
79,2018-11-22T00:28:12.668500Z,20,p,0.767,0.003584
80,2018-11-22T00:28:22.340000Z,24,s,0.418,0.004725
81,2018-11-22T00:28:22.348000Z,23,s,0.495,0.004936
82,2018-11-22T00:29:11.131500Z,7,s,0.779,0.003718
83,2018-11-22T00:30:19.356000Z,20,s,0.41,0.001701
84,2018-11-22T00:31:56.701500Z,11,s,0.646,0.004111
85,2018-11-22T00:32:09.410500Z,18,s,0.413,0.002021
86,2018-11-22T00:32:18.161500Z,5,s,0.333,0.00395
87,2018-11-22T00:32:25.839500Z,6,p,0.401,0.001962
88,2018-11-22T00:32:31.205500Z,3,s,0.655,0.002894
89,2018-11-22T00:32:38.589500Z,4,s,0.393,0.00194
90,2018-11-22T00:32:56.198500Z,20,p,0.38,0.002177
91,2018-11-22T00:32:56.415000Z,20,s,0.692,0.002177
92,2018-11-22T00:33:09.000500Z,5,s,0.57,0.003289
93,2018-11-22T00:33:37.024500Z,4,s,0.462,0.005582
94,2018-11-22T00:34:07.834500Z,20,s,0.461,0.001818
95,2018-11-22T00:34:09.552500Z,22,s,0.323,0.002826
96,2018-11-22T00:34:55.679500Z,19,p,0.312,0.001522
97,2018-11-22T00:34:55.866500Z,19,s,0.606,0.001522
98,2018-11-22T00:36:19.416500Z,23,s,0.862,0.01515
99,2018-11-22T00:36:33.513500Z,5,s,0.73,0.004101
100,2018-11-22T00:37:10.013500Z,20,p,0.396,0.002279
101,2018-11-22T00:37:10.367000Z,20,s,0.665,0.002279
102,2018-11-22T00:37:32.036000Z,3,s,0.585,0.003177
103,2018-11-22T00:38:29.071500Z,10,s,0.513,0.00225
104,2018-11-22T00:38:49.844000Z,22,s,0.47,0.005237
105,2018-11-22T00:40:04.783500Z,19,s,0.343,0.001772
106,2018-11-22T00:41:02.278500Z,20,p,0.516,0.001783
107,2018-11-22T00:41:02.536000Z,20,s,0.602,0.001783
108,2018-11-22T00:41:22.374000Z,11,s,0.844,0.003349
109,2018-11-22T00:41:31.136500Z,24,s,0.52,0.00483
110,2018-11-22T00:42:39.620000Z,20,s,0.505,0.002258
111,2018-11-22T00:43:35.751500Z,5,s,0.704,0.003842
112,2018-11-22T00:43:55.496500Z,8,s,0.368,0.003805
113,2018-11-22T00:45:03.656000Z,1,s,0.545,0.00196
114,2018-11-22T00:45:27.791500Z,20,p,0.672,0.002565
115,2018-11-22T00:45:28.045500Z,20,s,0.679,0.002553
116,2018-11-22T00:46:30.561500Z,1,s,0.515,0.001775
117,2018-11-22T00:47:20.524500Z,24,s,0.65,0.004815
118,2018-11-22T00:47:25.813500Z,23,p,0.388,0.002733
119,2018-11-22T00:47:25.925500Z,23,s,0.663,0.002733
120,2018-11-22T00:49:31.028000Z,19,p,0.698,0.003472
121,2018-11-22T00:49:31.126000Z,19,s,0.418,0.003472
122,2018-11-22T00:49:50.044500Z,20,s,0.582,0.001763
123,2018-11-22T00:50:02.771000Z,16,p,0.778,0.01199
124,2018-11-22T00:50:02.774000Z,16,s,0.31,0.01199
125,2018-11-22T00:50:09.722500Z,20,p,0.43,0.002016
126,2018-11-22T00:50:09.940500Z,20,s,0.855,0.002016
127,2018-11-22T00:50:47.216500Z,16,s,0.609,0.001668
128,2018-11-22T00:50:59.915500Z,20,s,0.396,0.001724
129,2018-11-22T00:51:04.640500Z,19,s,0.8,0.002757
130,2018-11-22T00:51:17.766500Z,22,p,0.364,0.004681
131,2018-11-22T00:51:17.864500Z,22,s,0.826,0.004681
132,2018-11-22T00:51:25.226000Z,11,s,0.567,0.003912
133,2018-11-22T00:52:08.350000Z,20,s,0.755,0.002962
134,2018-11-22T00:52:59.420500Z,24,p,0.376,0.006486
135,2018-11-22T00:52:59.715500Z,24,s,0.687,0.006486
136,2018-11-22T00:53:32.260000Z,2,s,0.314,0.001662
137,2018-11-22T00:53:46.933500Z,23,s,0.407,0.002298
138,2018-11-22T00:54:01.624000Z,24,s,0.666,0.004245
139,2018-11-22T00:54:08.039500Z,20,s,0.491,0.001812
140,2018-11-22T00:54:37.383500Z,24,p,0.981,0.1568
141,2018-11-22T00:54:37.387500Z,23,p,0.983,0.1175
142,2018-11-22T00:54:37.392000Z,22,p,0.978,0.08152
143,2018-11-22T00:54:37.397500Z,21,p,0.987,0.1127
144,2018-11-22T00:54:37.402500Z,20,p,0.984,0.05744
145,2018-11-22T00:54:37.407500Z,19,p,0.984,0.04422
146,2018-11-22T00:54:37.412000Z,18,p,0.977,0.04046
147,2018-11-22T00:54:37.417500Z,17,p,0.981,0.04136
148,2018-11-22T00:54:37.423000Z,16,p,0.979,0.04184
149,2018-11-22T00:54:37.429000Z,15,p,0.974,0.02462
150,2018-11-22T00:54:37.433000Z,14,p,0.972,0.02447
151,2018-11-22T00:54:37.439500Z,13,p,0.981,0.03113
152,2018-11-22T00:54:37.444000Z,12,p,0.971,0.01745
153,2018-11-22T00:54:37.449000Z,11,p,0.96,0.01469
154,2018-11-22T00:54:37.452000Z,10,p,0.965,0.02467
155,2018-11-22T00:54:37.458000Z,9,p,0.962,0.02636
156,2018-11-22T00:54:37.465000Z,8,p,0.971,0.03485
157,2018-11-22T00:54:37.465500Z,24,s,0.972,0.1568
158,2018-11-22T00:54:37.469000Z,7,p,0.971,0.02428
159,2018-11-22T00:54:37.472500Z,23,s,0.962,0.1175
