,time,sta,pha,prob,amp
0,2018-11-23T00:00:17.436500Z,19,s,0.575,0.002459
1,2018-11-23T00:00:17.466500Z,5,s,0.464,0.002261
2,2018-11-23T00:00:18.627500Z,20,s,0.309,0.002175
3,2018-11-23T00:00:26.322500Z,5,s,0.308,0.002098
4,2018-11-23T00:00:46.722500Z,5,s,0.317,0.002157
5,2018-11-23T00:00:49.594500Z,5,s,0.442,0.001906
6,2018-11-23T00:01:07.085500Z,5,p,0.416,0.00182
7,2018-11-23T00:01:07.104500Z,6,p,0.388,0.001968
8,2018-11-23T00:01:24.226500Z,5,p,0.371,0.001853
9,2018-11-23T00:01:29.904500Z,5,p,0.324,0.002433
10,2018-11-23T00:01:30.578500Z,5,s,0.394,0.002158
11,2018-11-23T00:01:37.645500Z,6,p,0.451,0.002135
12,2018-11-23T00:01:47.214500Z,18,s,0.419,0.002614
13,2018-11-23T00:02:57.103500Z,13,p,0.405,0.0019
14,2018-11-23T00:03:01.348500Z,20,s,0.775,0.001974
15,2018-11-23T00:03:07.471500Z,24,p,0.404,0.006046
16,2018-11-23T00:03:23.274000Z,10,s,0.743,0.001921
17,2018-11-23T00:03:34.083500Z,5,p,0.308,0.00254
18,2018-11-23T00:03:52.023500Z,20,s,0.397,0.001998
19,2018-11-23T00:03:55.000500Z,11,s,0.718,0.003055
20,2018-11-23T00:04:09.267500Z,5,s,0.411,0.002352
21,2018-11-23T00:05:12.226500Z,5,s,0.389,0.002148
22,2018-11-23T00:05:49.298500Z,5,s,0.328,0.002143
23,2018-11-23T00:05:51.987500Z,2,s,0.318,0.001571
24,2018-11-23T00:06:32.504500Z,2,p,0.313,0.001958
25,2018-11-23T00:06:38.410000Z,5,p,0.451,0.00201
26,2018-11-23T00:06:38.443500Z,6,s,0.301,0.001981
27,2018-11-23T00:06:41.922000Z,20,p,0.673,0.001779
28,2018-11-23T00:06:42.143500Z,20,s,0.373,0.001779
29,2018-11-23T00:06:54.479500Z,5,s,0.325,0.001988
30,2018-11-23T00:06:58.047500Z,5,s,0.304,0.002551
31,2018-11-23T00:07:41.120000Z,20,p,0.422,0.002256
32,2018-11-23T00:07:41.461000Z,20,s,0.633,0.002256
33,2018-11-23T00:07:51.290000Z,5,p,0.538,0.002451
34,2018-11-23T00:07:53.926500Z,2,p,0.378,0.001615
35,2018-11-23T00:08:20.992500Z,5,p,0.535,0.001835
36,2018-11-23T00:08:21.160500Z,13,p,0.492,0.00157
37,2018-11-23T00:08:31.066000Z,13,p,0.494,0.002409
38,2018-11-23T00:09:16.844500Z,20,p,0.308,0.001969
39,2018-11-23T00:09:41.397500Z,2,p,0.306,0.001737
40,2018-11-23T00:10:14.167500Z,5,s,0.349,0.002034
41,2018-11-23T00:10:15.669500Z,5,s,0.384,0.002557
42,2018-11-23T00:11:26.621500Z,23,s,0.363,0.002872
43,2018-11-23T00:11:39.080500Z,19,s,0.343,0.003063
44,2018-11-23T00:11:45.669500Z,23,s,0.511,0.00208
45,2018-11-23T00:12:26.883500Z,4,p,0.375,0.005795
46,2018-11-23T00:12:26.917500Z,4,s,0.891,0.005795
47,2018-11-23T00:12:34.792500Z,20,p,0.334,0.003163
48,2018-11-23T00:12:47.178500Z,20,s,0.438,0.002436
49,2018-11-23T00:12:55.928500Z,11,s,0.761,0.003883
50,2018-11-23T00:13:17.291500Z,20,p,0.449,0.001321
51,2018-11-23T00:13:17.443500Z,24,p,0.878,0.003273
52,2018-11-23T00:13:17.446500Z,23,p,0.844,0.004795
53,2018-11-23T00:13:17.453500Z,22,p,0.904,0.003716
54,2018-11-23T00:13:17.468000Z,20,p,0.523,0.003247
55,2018-11-23T00:13:17.482500Z,17,p,0.632,0.001807
56,2018-11-23T00:13:17.579500Z,24,s,0.87,0.003273
57,2018-11-23T00:13:17.591000Z,23,s,0.915,0.004795
58,2018-11-23T00:13:17.598000Z,22,s,0.869,0.003716
59,2018-11-23T00:13:17.607500Z,21,s,0.453,0.002401
60,2018-11-23T00:13:17.620500Z,20,s,0.729,0.003247
61,2018-11-23T00:13:17.629500Z,19,s,0.387,0.001656
62,2018-11-23T00:13:17.643000Z,17,s,0.695,0.001689
63,2018-11-23T00:13:19.553500Z,1,p,0.316,0.002321
64,2018-11-23T00:13:19.667500Z,1,s,0.475,0.002321
65,2018-11-23T00:13:50.170000Z,13,p,0.346,0.002038
66,2018-11-23T00:13:59.919500Z,5,s,0.343,0.002404
67,2018-11-23T00:14:17.402500Z,5,s,0.361,0.002301
68,2018-11-23T00:14:19.496500Z,24,s,0.41,0.00435
69,2018-11-23T00:14:42.951500Z,23,s,0.617,0.001717
70,2018-11-23T00:14:54.616500Z,22,s,0.531,0.002321
71,2018-11-23T00:15:14.573500Z,20,s,0.306,0.001776
72,2018-11-23T00:15:17.077500Z,2,p,0.374,0.00164
73,2018-11-23T00:15:18.232500Z,23,p,0.427,0.002483
74,2018-11-23T00:15:18.367500Z,23,s,0.347,0.002483
75,2018-11-23T00:15:20.675500Z,6,p,0.34,0.001897
76,2018-11-23T00:15:26.548500Z,1,p,0.646,0.003197
77,2018-11-23T00:15:35.175500Z,5,s,0.33,0.002489
78,2018-11-23T00:16:22.610500Z,20,s,0.693,0.002369
79,2018-11-23T00:17:20.551500Z,5,s,0.319,0.002319
80,2018-11-23T00:17:57.122500Z,5,p,0.409,0.002426
81,2018-11-23T00:18:09.348500Z,7,s,0.388,0.003636
82,2018-11-23T00:18:55.258500Z,5,s,0.415,0.002226
83,2018-11-23T00:20:17.749500Z,5,p,0.331,0.002447
84,2018-11-23T00:21:18.458000Z,20,p,0.408,0.002557
85,2018-11-23T00:22:36.334500Z,20,p,0.482,0.001772
86,2018-11-23T00:22:36.571500Z,20,s,0.349,0.001772
87,2018-11-23T00:22:53.994500Z,5,s,0.348,0.002389
88,2018-11-23T00:23:04.704500Z,19,s,0.48,0.003717
89,2018-11-23T00:23:12.019500Z,13,p,0.436,0.00196
90,2018-11-23T00:23:14.041500Z,11,s,0.613,0.003956
91,2018-11-23T00:23:34.789500Z,20,s,0.522,0.001957
92,2018-11-23T00:23:38.599500Z,2,p,0.355,0.001728
93,2018-11-23T00:24:15.806500Z,5,s,0.362,0.002004
94,2018-11-23T00:24:16.674500Z,5,p,0.419,0.002149
95,2018-11-23T00:24:35.124000Z,16,p,0.488,0.003265
96,2018-11-23T00:24:35.277500Z,16,s,0.681,0.001722
97,2018-11-23T00:24:47.967000Z,20,s,0.606,0.001836
98,2018-11-23T00:24:50.838000Z,3,s,0.374,0.003143
99,2018-11-23T00:24:53.846500Z,22,s,0.781,0.005197
100,2018-11-23T00:26:04.574000Z,13,p,0.541,0.001943
101,2018-11-23T00:26:15.943000Z,24,s,0.856,0.005705
102,2018-11-23T00:26:15.950000Z,23,p,0.864,0.009793
103,2018-11-23T00:26:15.955500Z,22,s,0.62,0.005317
104,2018-11-23T00:26:16.000500Z,23,s,0.716,0.002017
105,2018-11-23T00:26:29.642000Z,5,p,0.61,0.002445
106,2018-11-23T00:26:54.526500Z,20,s,0.589,0.001529
107,2018-11-23T00:28:01.725500Z,5,s,0.374,0.002279
108,2018-11-23T00:28:51.701500Z,2,p,0.308,0.001582
109,2018-11-23T00:28:52.370500Z,5,s,0.42,0.002089
110,2018-11-23T00:29:15.872500Z,3,s,0.442,0.00306
111,2018-11-23T00:29:42.630500Z,20,s,0.704,0.002249
112,2018-11-23T00:30:12.282500Z,5,s,0.302,0.002471
113,2018-11-23T00:30:13.727500Z,5,s,0.328,0.002029
114,2018-11-23T00:30:15.590500Z,13,p,0.307,0.001787
115,2018-11-23T00:31:33.350500Z,13,p,0.329,0.002337
116,2018-11-23T00:31:48.756000Z,14,s,0.313,0.002436
117,2018-11-23T00:32:05.402500Z,5,s,0.318,0.002029
118,2018-11-23T00:32:06.740000Z,13,p,0.548,0.002082
119,2018-11-23T00:32:08.418000Z,1,p,0.384,0.002509
120,2018-11-23T00:32:08.504500Z,1,s,0.44,0.002509
121,2018-11-23T00:32:41.360500Z,5,s,0.386,0.002503
122,2018-11-23T00:32:53.239500Z,5,s,0.318,0.002134
123,2018-11-23T00:32:53.994000Z,2,p,0.382,0.001625
124,2018-11-23T00:33:08.549500Z,11,s,0.4,0.004547
125,2018-11-23T00:33:11.994000Z,2,p,0.384,0.001527
126,2018-11-23T00:33:14.136500Z,1,p,0.341,0.001625
127,2018-11-23T00:33:38.055500Z,5,s,0.361,0.002757
128,2018-11-23T00:33:46.965500Z,11,p,0.339,0.001583
129,2018-11-23T00:34:22.481000Z,20,s,0.824,0.002469
130,2018-11-23T00:34:22.878000Z,5,p,0.398,0.002031
131,2018-11-23T00:34:28.568500Z,4,s,0.511,0.002752
132,2018-11-23T00:34:41.954500Z,18,s,0.617,0.002436
133,2018-11-23T00:34:56.760500Z,2,p,0.483,0.001662
134,2018-11-23T00:35:01.237500Z,18,p,0.397,0.002815
135,2018-11-23T00:35:51.686500Z,22,s,0.311,0.005078
136,2018-11-23T00:35:58.486500Z,1,p,0.331,0.002586
137,2018-11-23T00:35:58.585500Z,1,s,0.64,0.002586
138,2018-11-23T00:37:08.063500Z,5,s,0.411,0.002155
139,2018-11-23T00:37:51.398000Z,11,p,0.336,0.002065
140,2018-11-23T00:37:56.978500Z,18,s,0.379,0.002466
141,2018-11-23T00:38:18.681500Z,18,s,0.323,0.003996
142,2018-11-23T00:38:31.376500Z,2,s,0.336,0.002983
143,2018-11-23T00:39:04.277500Z,22,s,0.357,0.001904
144,2018-11-23T00:39:08.991500Z,5,s,0.34,0.002149
145,2018-11-23T00:39:15.938500Z,20,s,0.38,0.003428
146,2018-11-23T00:39:17.050500Z,13,p,0.396,0.002019
147,2018-11-23T00:39:24.178000Z,5,p,0.457,0.001844
148,2018-11-23T00:39:31.681500Z,23,s,0.505,0.002143
149,2018-11-23T00:39:44.886500Z,5,s,0.342,0.002284
150,2018-11-23T00:39:44.907500Z,6,s,0.323,0.001696
151,2018-11-23T00:39:47.768500Z,23,s,0.354,0.002139
152,2018-11-23T00:39:50.991500Z,5,s,0.302,0.001946
153,2018-11-23T00:39:53.535500Z,5,s,0.312,0.002135
154,2018-11-23T00:41:04.764500Z,17,s,0.373,0.002687
155,2018-11-23T00:41:24.659500Z,5,s,0.813,0.00335
156,2018-11-23T00:42:18.620500Z,2,s,0.556,0.002841
157,2018-11-23T00:42:20.167500Z,5,s,0.353,0.002008
158,2018-11-23T00:42:20.186500Z,6,s,0.449,0.001936
159,2018-11-23T00:43:04.290500Z,20,s,0.776,0.002327
160,2018-11-23T00:43:27.519500Z,21,p,0.51,0.007548
161,2018-11-23T00:43:31.620000Z,1,p,0.385,0.005069
162,2018-11-23T00:43:32.561500Z,23,s,0.307,0.002514
163,2018-11-23T00:44:13.686000Z,5,p,0.311,0.002501
164,2018-11-23T00:44:47.493500Z,13,p,0.342,0.001686
165,2018-11-23T00:44:51.436500Z,5,p,0.472,0.002067
166,2018-11-23T00:45:24.518000Z,5,p,0.364,0.002361
167,2018-11-23T00:45:39.183500Z,6,p,0.351,0.002261
168,2018-11-23T00:45:48.526500Z,5,s,0.382,0.002753
169,2018-11-23T00:46:04.327500Z,5,s,0.341,0.002488
170,2018-11-23T00:46:10.086500Z,6,s,0.433,0.002467
171,2018-11-23T00:46:30.095500Z,17,p,0.394,0.002931
172,2018-11-23T00:46:33.034500Z,2,p,0.47,0.0031
173,2018-11-23T00:46:41.066500Z,5,s,0.444,0.00261
174,2018-11-23T00:46:50.748500Z,2,p,0.355,0.002771
175,2018-11-23T00:47:41.358000Z,5,p,0.439,0.002372
176,2018-11-23T00:47:43.964500Z,20,s,0.81,0.002092
177,2018-11-23T00:48:02.025500Z,13,p,0.416,0.002134
178,2018-11-23T00:48:13.909500Z,2,p,0.348,0.002643
179,2018-11-23T00:48:27.903500Z,5,s,0.337,0.002798
180,2018-11-23T00:48:29.360500Z,13,p,0.386,0.002011
181,2018-11-23T00:48:29.803500Z,8,s,0.308,0.002209
182,2018-11-23T00:48:41.905500Z,13,p,0.505,0.002165
183,2018-11-23T00:48:43.491500Z,5,p,0.444,0.002215
184,2018-11-23T00:49:22.593500Z,22,p,0.745,0.005425
185,2018-11-23T00:49:22.701500Z,22,s,0.681,0.005425
186,2018-11-23T00:49:30.850500Z,5,s,0.435,0.002276
187,2018-11-23T00:49:40.268500Z,19,p,0.685,0.001713
188,2018-11-23T00:49:55.571500Z,5,s,0.307,0.002231
189,2018-11-23T00:50:08.187500Z,22,p,0.385,0.003874
190,2018-11-23T00:50:08.301000Z,22,s,0.863,0.003874
191,2018-11-23T00:50:11.606000Z,20,s,0.554,0.001544
192,2018-11-23T00:50:14.677500Z,6,s,0.516,0.002486
193,2018-11-23T00:50:15.112500Z,6,p,0.503,0.002463
194,2018-11-23T00:50:18.978500Z,13,p,0.425,0.002023
195,2018-11-23T00:50:39.817500Z,19,p,0.783,0.001438
196,2018-11-23T00:50:39.865500Z,23,p,0.858,0.01897
197,2018-11-23T00:50:39.878000Z,21,p,0.953,0.007681
198,2018-11-23T00:50:39.878000Z,20,p,0.864,0.004898
199,2018-11-23T00:50:39.881500Z,19,p,0.356,0.003571
200,2018-11-23T00:50:39.911500Z,24,s,0.94,0.01891
201,2018-11-23T00:50:39.919500Z,23,s,0.944,0.01897
202,2018-11-23T00:50:39.927500Z,22,s,0.781,0.008538
203,2018-11-23T00:50:39.936000Z,21,s,0.96,0.007681
204,2018-11-23T00:50:39.945000Z,20,s,0.948,0.004898
205,2018-11-23T00:50:39.953000Z,19,s,0.937,0.003571
206,2018-11-23T00:50:39.971500Z,17,s,0.652,0.00214
207,2018-11-23T00:50:47.794000Z,13,p,0.33,0.002136
208,2018-11-23T00:50:55.404500Z,5,p,0.436,0.002131
209,2018-11-23T00:51:00.749500Z,5,s,0.344,0.002371
210,2018-11-23T00:51:03.136500Z,1,s,0.714,0.002829
211,2018-11-23T00:51:09.103500Z,5,s,0.323,0.002637
212,2018-11-23T00:51:52.928000Z,7,s,0.366,0.004582
213,2018-11-23T00:52:02.068000Z,6,s,0.398,0.002239
214,2018-11-23T00:52:06.845500Z,6,s,0.314,0.002844
215,2018-11-23T00:52:36.368500Z,20,p,0.333,0.003654
216,2018-11-23T00:52:36.696500Z,20,s,0.422,0.003654
217,2018-11-23T00:52:41.471500Z,5,s,0.364,0.002986
218,2018-11-23T00:52:48.491500Z,5,s,0.375,0.002347
219,2018-11-23T00:52:49.514000Z,5,p,0.359,0.00233
220,2018-11-23T00:52:54.040500Z,23,s,0.551,0.002861
221,2018-11-23T00:53:04.617500Z,13,p,0.312,0.00171
222,2018-11-23T00:53:05.045500Z,8,s,0.443,0.002651
223,2018-11-23T00:53:06.309500Z,8,p,0.718,0.001955
224,2018-11-23T00:53:24.051500Z,5,p,0.322,0.002379
225,2018-11-23T00:53:29.554500Z,6,p,0.523,0.002418
226,2018-11-23T00:54:14.479500Z,5,p,0.405,0.002674
227,2018-11-23T00:54:14.500500Z,6,p,0.38,0.002553
228,2018-11-23T00:54:17.531500Z,5,s,0.324,0.003476
229,2018-11-23T00:54:20.572500Z,4,p,0.466,0.006217
230,2018-11-23T00:54:20.640000Z,4,s,0.804,0.006217
231,2018-11-23T00:54:23.796000Z,20,s,0.377,0.001944
232,2018-11-23T00:54:49.093500Z,5,s,0.332,0.002371
233,2018-11-23T00:54:52.677000Z,5,s,0.314,0.002568
234,2018-11-23T00:55:27.399500Z,5,p,0.309,0.003056
235,2018-11-23T00:55:33.600500Z,5,s,0.373,0.002785
236,2018-11-23T00:56:11.522500Z,5,s,0.324,0.00285
237,2018-11-23T00:56:24.742500Z,20,s,0.661,0.002115
238,2018-11-23T00:56:32.807500Z,5,s,0.31,0.002565
239,2018-11-23T00:56:34.892500Z,20,s,0.651,0.002021
240,2018-11-23T00:56:43.198500Z,6,s,0.301,0.002573
241,2018-11-23T00:56:45.042500Z,5,s,0.367,0.002959
242,2018-11-23T00:57:44.102500Z,13,p,0.419,0.001966
243,2018-11-23T00:57:50.396000Z,24,p,0.982,0.2974
244,2018-11-23T00:57:50.401500Z,23,p,0.985,0.2295
245,2018-11-23T00:57:50.405500Z,22,p,0.978,0.2411
246,2018-11-23T00:57:50.410000Z,21,p,0.984,0.2524
247,2018-11-23T00:57:50.415000Z,20,p,0.986,0.1338
248,2018-11-23T00:57:50.419500Z,19,p,0.985,0.0705
249,2018-11-23T00:57:50.424000Z,18,p,0.965,0.05337
250,2018-11-23T00:57:50.429500Z,17,p,0.982,0.05637
251,2018-11-23T00:57:50.434000Z,16,p,0.981,0.04612
252,2018-11-23T00:57:50.439000Z,15,p,0.964,0.04002
253,2018-11-23T00:57:50.444000Z,14,p,0.977,0.03857
254,2018-11-23T00:57:50.449500Z,13,p,0.978,0.06387
255,2018-11-23T00:57:50.454000Z,12,p,0.982,0.04447
256,2018-11-23T00:57:50.457500Z,11,p,0.976,0.02894
257,2018-11-23T00:57:50.463000Z,10,p,0.972,0.04129
258,2018-11-23T00:57:50.467500Z,9,p,0.976,0.03722
259,2018-11-23T00:57:50.473500Z,8,p,0.974,0.05734
260,2018-11-23T00:57:50.479500Z,7,p,0.98,0.04848
261,2018-11-23T00:57:50.483500Z,6,p,0.976,0.04417
262,2018-11-23T00:57:50.488000Z,5,p,0.974,0.03852
263,2018-11-23T00:57:50.491000Z,24,s,0.965,0.2974
264,2018-11-23T00:57:50.493000Z,4,p,0.975,0.05559
265,2018-11-23T00:57:50.497500Z,23,s,0.97,0.2295
266,2018-11-23T00:57:50.498000Z,3,p,0.978,0.02678
267,2018-11-23T00:57:50.502500Z,2,p,0.979,0.01997
268,2018-11-23T00:57:50.505500Z,22,s,0.968,0.2411
269,2018-11-23T00:57:50.507500Z,1,p,0.976,0.01539
270,2018-11-23T00:57:50.513000Z,21,s,0.966,0.2524
271,2018-11-23T00:57:50.520000Z,20,s,0.936,0.1338
272,2018-11-23T00:57:50.527500Z,19,s,0.96,0.05803
273,2018-11-23T00:57:50.537000Z,18,s,0.945,0.05337
274,2018-11-23T00:57:50.544500Z,17,s,0.93,0.05637
275,2018-11-23T00:57:50.554500Z,16,s,0.933,0.04612
276,2018-11-23T00:57:50.564500Z,15,s,0.795,0.04002
277,2018-11-23T00:57:50.570500Z,14,s,0.851,0.03857
278,2018-11-23T00:57:50.576500Z,13,s,0.798,0.06387
279,2018-11-23T00:57:50.588500Z,12,s,0.892,0.03683
280,2018-11-23T00:57:50.596500Z,11,s,0.832,0.02894
281,2018-11-23T00:57:50.604500Z,10,s,0.866,0.04129
282,2018-11-23T00:57:50.611000Z,9,s,0.782,0.03722
283,2018-11-23T00:57:50.621500Z,8,s,0.922,0.05734
284,2018-11-23T00:57:50.628500Z,7,s,0.935,0.03674
285,2018-11-23T00:57:50.636500Z,6,s,0.844,0.0285
286,2018-11-23T00:57:50.644500Z,5,s,0.842,0.01909
287,2018-11-23T00:57:50.648500Z,4,s,0.662,0.02072
288,2018-11-23T00:57:50.660500Z,3,s,0.574,0.02435
289,2018-11-23T00:57:50.670000Z,2,s,0.934,0.01997
290,2018-11-23T00:57:50.680500Z,1,s,0.742,0.0141
291,2018-11-23T00:57:51.262000Z,5,p,0.515,0.002912
292,2018-11-23T00:57:51.516500Z,18,p,0.395,0.00294
293,2018-11-23T00:57:51.648500Z,13,p,0.544,0.002113
294,2018-11-23T00:58:29.518500Z,20,s,0.412,0.002107
