,time,sta,pha,prob,amp
0,2018-11-11T00:00:43.295000Z,23,s,0.885,0.007262
1,2018-11-11T00:00:51.672500Z,19,p,0.407,0.001647
2,2018-11-11T00:00:51.785500Z,19,s,0.396,0.001647
3,2018-11-11T00:01:52.324000Z,24,s,0.734,0.003779
4,2018-11-11T00:02:51.710500Z,24,p,0.43,0.006352
5,2018-11-11T00:02:51.848500Z,24,s,0.773,0.006352
6,2018-11-11T00:02:54.609500Z,22,s,0.412,0.00242
7,2018-11-11T00:03:25.581500Z,12,s,0.646,0.007557
8,2018-11-11T00:03:31.972500Z,20,p,0.379,0.001485
9,2018-11-11T00:03:32.028000Z,20,p,0.36,0.001942
10,2018-11-11T00:03:32.158500Z,20,s,0.684,0.001942
11,2018-11-11T00:04:56.260000Z,20,p,0.635,0.0017
12,2018-11-11T00:04:56.369000Z,20,s,0.618,0.0017
13,2018-11-11T00:04:59.969500Z,23,s,0.475,0.002149
14,2018-11-11T00:05:53.479500Z,20,p,0.358,0.001644
15,2018-11-11T00:05:53.756500Z,20,s,0.798,0.001644
16,2018-11-11T00:05:58.197500Z,3,s,0.558,0.003266
17,2018-11-11T00:05:58.965500Z,5,s,0.397,0.00283
18,2018-11-11T00:06:03.717000Z,23,s,0.788,0.01649
19,2018-11-11T00:06:24.889000Z,20,s,0.788,0.002871
20,2018-11-11T00:06:25.313500Z,20,s,0.648,0.002725
21,2018-11-11T00:07:00.287500Z,13,s,0.384,0.00241
22,2018-11-11T00:08:32.132000Z,6,s,0.663,0.003454
23,2018-11-11T00:08:45.977000Z,4,s,0.433,0.005622
24,2018-11-11T00:08:50.128500Z,23,s,0.399,0.002517
25,2018-11-11T00:09:21.567000Z,22,s,0.821,0.002333
26,2018-11-11T00:09:22.538000Z,23,p,0.526,0.00268
27,2018-11-11T00:09:22.659000Z,23,s,0.677,0.00268
28,2018-11-11T00:09:53.876500Z,1,p,0.607,0.001947
29,2018-11-11T00:10:19.728500Z,1,s,0.741,0.002802
30,2018-11-11T00:10:20.684000Z,2,s,0.343,0.002983
31,2018-11-11T00:10:56.703500Z,20,p,0.538,0.002025
32,2018-11-11T00:10:56.852500Z,20,s,0.676,0.002025
33,2018-11-11T00:10:59.685500Z,20,p,0.486,0.001482
34,2018-11-11T00:10:59.730000Z,20,p,0.402,0.003598
35,2018-11-11T00:10:59.800500Z,20,s,0.726,0.003598
36,2018-11-11T00:11:06.569500Z,20,p,0.971,0.08227
37,2018-11-11T00:11:06.576000Z,21,p,0.906,0.02168
38,2018-11-11T00:11:06.584000Z,22,p,0.524,0.004289
39,2018-11-11T00:11:06.600500Z,21,s,0.662,0.02168
40,2018-11-11T00:11:06.604500Z,20,s,0.878,0.08227
41,2018-11-11T00:11:15.128000Z,24,p,0.981,0.2903
42,2018-11-11T00:11:15.133500Z,23,p,0.983,0.2068
43,2018-11-11T00:11:15.138000Z,22,p,0.978,0.1825
44,2018-11-11T00:11:15.143000Z,21,p,0.984,0.165
45,2018-11-11T00:11:15.147500Z,20,p,0.987,0.09335
46,2018-11-11T00:11:15.151500Z,19,p,0.974,0.1038
47,2018-11-11T00:11:15.157500Z,18,p,0.985,0.06585
48,2018-11-11T00:11:15.161500Z,17,p,0.981,0.04216
49,2018-11-11T00:11:15.167500Z,16,p,0.986,0.06021
50,2018-11-11T00:11:15.172000Z,15,p,0.974,0.03264
51,2018-11-11T00:11:15.178000Z,14,p,0.976,0.05059
52,2018-11-11T00:11:15.184000Z,13,p,0.976,0.06313
53,2018-11-11T00:11:15.188000Z,12,p,0.978,0.04971
54,2018-11-11T00:11:15.192000Z,11,p,0.968,0.01639
55,2018-11-11T00:11:15.197000Z,10,p,0.973,0.01705
56,2018-11-11T00:11:15.202000Z,9,p,0.974,0.01504
57,2018-11-11T00:11:15.208000Z,8,p,0.973,0.01544
58,2018-11-11T00:11:15.208500Z,24,s,0.957,0.2903
59,2018-11-11T00:11:15.212500Z,7,p,0.956,0.01533
60,2018-11-11T00:11:15.216000Z,23,s,0.953,0.2068
61,2018-11-11T00:11:15.218000Z,6,p,0.971,0.01552
62,2018-11-11T00:11:15.223500Z,22,s,0.953,0.1242
63,2018-11-11T00:11:15.223500Z,5,p,0.972,0.0181
64,2018-11-11T00:11:15.229000Z,4,p,0.969,0.02205
65,2018-11-11T00:11:15.230500Z,21,s,0.961,0.06123
66,2018-11-11T00:11:15.233500Z,3,p,0.951,0.0187
67,2018-11-11T00:11:15.239000Z,20,s,0.926,0.07649
68,2018-11-11T00:11:15.239500Z,2,p,0.95,0.01509
69,2018-11-11T00:11:15.245500Z,1,p,0.972,0.008993
70,2018-11-11T00:11:15.246000Z,19,s,0.957,0.03193
71,2018-11-11T00:11:15.255500Z,18,s,0.953,0.04883
72,2018-11-11T00:11:15.263000Z,17,s,0.922,0.02358
73,2018-11-11T00:11:15.274500Z,16,s,0.885,0.03161
74,2018-11-11T00:11:15.286500Z,15,s,0.92,0.02837
75,2018-11-11T00:11:15.293500Z,14,s,0.943,0.04037
76,2018-11-11T00:11:15.302500Z,13,s,0.822,0.03712
77,2018-11-11T00:11:15.311500Z,12,s,0.917,0.02174
78,2018-11-11T00:11:15.322500Z,11,s,0.823,0.01373
79,2018-11-11T00:11:15.334500Z,10,s,0.768,0.01026
80,2018-11-11T00:11:15.340500Z,9,s,0.703,0.01194
81,2018-11-11T00:11:15.348500Z,8,s,0.685,0.01544
82,2018-11-11T00:11:15.353000Z,7,s,0.77,0.009812
83,2018-11-11T00:11:15.366500Z,6,s,0.725,0.009028
84,2018-11-11T00:11:15.370000Z,5,s,0.813,0.006158
85,2018-11-11T00:11:15.382500Z,4,s,0.707,0.01571
