,time,sta,pha,prob,amp
0,2018-10-21T00:00:03.112000Z,20,s,0.874,0.004508
1,2018-10-21T00:00:15.176500Z,20,s,0.305,0.002522
2,2018-10-21T00:00:23.259500Z,21,s,0.379,0.0019
3,2018-10-21T00:00:47.199500Z,20,p,0.343,0.005173
4,2018-10-21T00:00:47.405500Z,20,s,0.932,0.005173
5,2018-10-21T00:00:52.159500Z,24,s,0.327,0.002198
6,2018-10-21T00:01:06.068500Z,18,s,0.345,0.005376
7,2018-10-21T00:01:27.409500Z,16,s,0.393,0.001817
8,2018-10-21T00:01:38.935500Z,20,s,0.543,0.006517
9,2018-10-21T00:01:40.035000Z,12,p,0.785,0.00281
10,2018-10-21T00:01:40.340500Z,12,s,0.743,0.00281
11,2018-10-21T00:01:41.706500Z,8,s,0.597,0.003584
12,2018-10-21T00:01:53.110500Z,21,s,0.421,0.009373
13,2018-10-21T00:01:54.484500Z,1,s,0.318,0.00283
14,2018-10-21T00:01:56.670000Z,20,p,0.688,0.001439
15,2018-10-21T00:01:56.788000Z,20,p,0.383,0.005909
16,2018-10-21T00:01:56.885500Z,20,s,0.878,0.005909
17,2018-10-21T00:02:11.540000Z,11,s,0.331,0.003057
18,2018-10-21T00:02:29.623500Z,23,s,0.373,0.002194
19,2018-10-21T00:03:05.424500Z,1,s,0.512,0.001704
20,2018-10-21T00:03:05.463500Z,3,s,0.505,0.002098
21,2018-10-21T00:03:05.485500Z,4,s,0.624,0.003094
22,2018-10-21T00:03:05.503500Z,5,s,0.507,0.002177
23,2018-10-21T00:03:05.527500Z,6,s,0.578,0.002608
24,2018-10-21T00:03:05.567500Z,8,p,0.688,0.002267
25,2018-10-21T00:03:05.592500Z,9,s,0.392,0.002352
26,2018-10-21T00:03:05.632500Z,11,s,0.583,0.001975
27,2018-10-21T00:03:05.632500Z,8,s,0.477,0.002267
28,2018-10-21T00:03:05.654000Z,12,s,0.831,0.002249
29,2018-10-21T00:03:05.673500Z,13,s,0.345,0.003039
30,2018-10-21T00:03:05.770500Z,18,s,0.434,0.002434
31,2018-10-21T00:03:26.076000Z,20,s,0.505,0.002425
32,2018-10-21T00:03:26.996000Z,5,p,0.686,0.005875
33,2018-10-21T00:03:27.109000Z,5,s,0.906,0.005875
34,2018-10-21T00:03:45.877500Z,19,s,0.449,0.01156
35,2018-10-21T00:04:24.272000Z,18,s,0.526,0.007408
36,2018-10-21T00:04:27.326000Z,12,p,0.419,0.001896
37,2018-10-21T00:04:27.427500Z,12,s,0.553,0.001896
38,2018-10-21T00:04:37.658500Z,18,s,0.59,0.005483
39,2018-10-21T00:05:29.513500Z,22,s,0.525,0.0027
40,2018-10-21T00:05:37.577500Z,4,s,0.788,0.006771
41,2018-10-21T00:05:48.098000Z,20,s,0.8,0.007185
42,2018-10-21T00:06:02.949500Z,18,s,0.47,0.003036
43,2018-10-21T00:06:05.547500Z,23,s,0.637,0.002472
44,2018-10-21T00:06:08.708000Z,22,s,0.417,0.002236
45,2018-10-21T00:06:10.774500Z,23,p,0.315,0.00225
46,2018-10-21T00:06:10.873500Z,23,s,0.722,0.00225
47,2018-10-21T00:06:15.379500Z,24,s,0.598,0.002519
48,2018-10-21T00:06:42.922000Z,20,s,0.91,0.008764
49,2018-10-21T00:07:39.534500Z,13,p,0.307,0.001813
50,2018-10-21T00:07:54.200500Z,23,s,0.38,0.002824
51,2018-10-21T00:08:01.356500Z,22,s,0.653,0.003439
52,2018-10-21T00:08:05.433500Z,12,s,0.437,0.002203
53,2018-10-21T00:08:11.191000Z,16,s,0.86,0.004458
54,2018-10-21T00:08:11.206500Z,24,p,0.311,0.002805
55,2018-10-21T00:08:11.222000Z,13,s,0.857,0.008392
56,2018-10-21T00:08:11.242000Z,12,s,0.865,0.006458
57,2018-10-21T00:08:11.326000Z,8,s,0.497,0.00228
58,2018-10-21T00:08:11.349500Z,24,s,0.739,0.002805
59,2018-10-21T00:08:13.332500Z,4,s,0.551,0.006187
60,2018-10-21T00:08:14.431500Z,16,p,0.546,0.009778
61,2018-10-21T00:08:14.432500Z,16,s,0.309,0.009778
62,2018-10-21T00:09:09.061500Z,8,s,0.426,0.00208
63,2018-10-21T00:09:27.788000Z,20,s,0.353,0.003999
64,2018-10-21T00:09:53.276000Z,19,s,0.453,0.002098
65,2018-10-21T00:09:54.687500Z,23,s,0.421,0.002504
66,2018-10-21T00:10:03.364000Z,19,p,0.338,0.003359
67,2018-10-21T00:10:03.616500Z,19,s,0.576,0.003359
68,2018-10-21T00:11:26.983500Z,20,s,0.501,0.002205
69,2018-10-21T00:11:36.029500Z,17,s,0.704,0.002657
70,2018-10-21T00:11:39.645500Z,2,s,0.372,0.003888
71,2018-10-21T00:11:39.686000Z,4,s,0.687,0.002927
72,2018-10-21T00:11:39.730500Z,6,s,0.65,0.001402
73,2018-10-21T00:11:39.769000Z,8,s,0.577,0.002001
74,2018-10-21T00:11:39.872500Z,13,s,0.35,0.002277
75,2018-10-21T00:11:42.576500Z,12,s,0.356,0.002175
76,2018-10-21T00:12:18.525500Z,12,s,0.341,0.001498
77,2018-10-21T00:12:35.575500Z,19,s,0.382,0.358
78,2018-10-21T00:12:35.578000Z,19,p,0.637,0.358
79,2018-10-21T00:12:44.648500Z,13,p,0.654,0.01258
80,2018-10-21T00:13:07.070000Z,20,s,0.467,0.002311
81,2018-10-21T00:13:16.092000Z,13,s,0.601,0.005125
82,2018-10-21T00:13:24.329500Z,19,s,0.303,0.002025
83,2018-10-21T00:13:26.735500Z,19,s,0.482,0.00219
