,time,sta,pha,prob,amp
0,2018-11-10T00:00:08.493500Z,23,s,0.683,0.002925
1,2018-11-10T00:00:22.993500Z,20,s,0.437,0.001905
2,2018-11-10T00:00:38.749500Z,24,s,0.555,0.004348
3,2018-11-10T00:00:54.445500Z,18,s,0.309,0.002063
4,2018-11-10T00:01:09.501500Z,20,s,0.392,0.00519
5,2018-11-10T00:01:22.650500Z,20,s,0.498,0.005245
6,2018-11-10T00:01:22.962500Z,20,p,0.337,0.002978
7,2018-11-10T00:01:27.504500Z,20,s,0.351,0.004138
8,2018-11-10T00:02:32.104000Z,20,p,0.317,0.002225
9,2018-11-10T00:02:32.345000Z,20,s,0.686,0.002225
10,2018-11-10T00:02:50.945000Z,24,p,0.968,0.0323
11,2018-11-10T00:02:50.949000Z,23,p,0.972,0.02423
12,2018-11-10T00:02:50.954000Z,22,p,0.97,0.01396
13,2018-11-10T00:02:50.959000Z,21,p,0.943,0.006716
14,2018-11-10T00:02:50.963000Z,20,p,0.965,0.007235
15,2018-11-10T00:02:50.968000Z,19,p,0.955,0.003889
16,2018-11-10T00:02:50.973000Z,18,p,0.961,0.004754
17,2018-11-10T00:02:50.977500Z,17,p,0.926,0.002858
18,2018-11-10T00:02:50.983500Z,16,p,0.951,0.00399
19,2018-11-10T00:02:50.989000Z,15,p,0.887,0.004893
20,2018-11-10T00:02:50.995000Z,14,p,0.958,0.006801
21,2018-11-10T00:02:50.998500Z,13,p,0.958,0.00761
22,2018-11-10T00:02:51.005000Z,12,p,0.956,0.003946
23,2018-11-10T00:02:51.006500Z,11,p,0.751,0.002192
24,2018-11-10T00:02:51.018000Z,9,p,0.46,0.001889
25,2018-11-10T00:02:51.023500Z,24,s,0.967,0.0323
26,2018-11-10T00:02:51.030500Z,23,s,0.955,0.02423
27,2018-11-10T00:02:51.037500Z,22,s,0.966,0.01396
28,2018-11-10T00:02:51.042000Z,5,p,0.773,0.001885
29,2018-11-10T00:02:51.043000Z,21,s,0.828,0.006716
30,2018-11-10T00:02:51.047000Z,4,p,0.967,0.002798
31,2018-11-10T00:02:51.052000Z,3,p,0.891,0.002006
32,2018-11-10T00:02:51.053000Z,20,s,0.937,0.007235
33,2018-11-10T00:02:51.055500Z,2,p,0.875,0.00177
34,2018-11-10T00:02:51.060000Z,19,s,0.943,0.003735
