,time,sta,pha,prob,amp
0,2018-12-12T00:00:08.230500Z,9,s,0.704,0.006437
1,2018-12-12T00:01:28.812500Z,23,s,0.353,0.004185
2,2018-12-12T00:01:44.677500Z,9,s,0.697,0.003317
3,2018-12-12T00:01:44.685500Z,10,s,0.327,0.001831
4,2018-12-12T00:02:21.542000Z,11,s,0.329,0.001608
5,2018-12-12T00:02:21.752500Z,24,p,0.966,0.01364
6,2018-12-12T00:02:21.758000Z,23,p,0.974,0.02862
7,2018-12-12T00:02:21.762500Z,22,p,0.972,0.03297
8,2018-12-12T00:02:21.767500Z,21,p,0.964,0.01616
9,2018-12-12T00:02:21.772000Z,20,p,0.953,0.00662
10,2018-12-12T00:02:21.774000Z,19,p,0.653,0.004406
11,2018-12-12T00:02:21.788000Z,17,p,0.814,0.004396
12,2018-12-12T00:02:21.793500Z,24,s,0.967,0.01364
13,2018-12-12T00:02:21.794000Z,16,p,0.731,0.00798
14,2018-12-12T00:02:21.801000Z,23,s,0.962,0.02862
15,2018-12-12T00:02:21.802000Z,15,p,0.451,0.002919
16,2018-12-12T00:02:21.807500Z,22,s,0.966,0.03297
17,2018-12-12T00:02:21.807500Z,14,p,0.707,0.004784
18,2018-12-12T00:02:21.811000Z,13,p,0.581,0.005024
19,2018-12-12T00:02:21.815500Z,21,s,0.947,0.01616
20,2018-12-12T00:02:21.825000Z,20,s,0.959,0.00662
21,2018-12-12T00:02:21.828000Z,10,p,0.731,0.002187
22,2018-12-12T00:02:21.832500Z,9,p,0.813,0.001985
23,2018-12-12T00:02:21.833000Z,19,s,0.851,0.004406
24,2018-12-12T00:02:21.836000Z,8,p,0.508,0.002491
25,2018-12-12T00:02:21.852500Z,17,s,0.927,0.004396
26,2018-12-12T00:02:21.864500Z,16,s,0.893,0.00798
27,2018-12-12T00:02:21.871000Z,15,s,0.804,0.002919
28,2018-12-12T00:02:21.882000Z,14,s,0.899,0.004784
29,2018-12-12T00:02:21.884500Z,3,p,0.36,0.001684
30,2018-12-12T00:02:21.891000Z,13,s,0.927,0.005024
31,2018-12-12T00:02:21.894000Z,2,p,0.363,0.001929
32,2018-12-12T00:02:21.901500Z,12,s,0.78,0.002347
33,2018-12-12T00:02:21.921000Z,10,s,0.763,0.002187
34,2018-12-12T00:02:21.930000Z,9,s,0.748,0.001544
35,2018-12-12T00:02:21.940000Z,8,s,0.78,0.002491
36,2018-12-12T00:02:21.976500Z,4,s,0.535,0.001731
37,2018-12-12T00:02:21.987500Z,3,s,0.475,0.001684
38,2018-12-12T00:02:28.750500Z,20,p,0.501,0.00344
39,2018-12-12T00:02:28.851500Z,20,s,0.673,0.00344
